major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
Cloud Application Development Foundations," Cloud Computing, Cloud Applications, IBM Cloud, Javascript, Cloud Infrastructure, Cloud Platforms, DevOps, Cloud Management, Computer Programming, Web Development, Cloud API, Cloud Storage, Continuous Integration, Software As A Service, Continuous Delivery, NoSQL, Computer Science, Front-End Web Development, React (web framework)",ibm,Unknown,62.39938193343899,Nền tảng phát triển ứng dụng đám mây,"Điện toán đám mây, Ứng dụng đám mây, Đám mây IBM, Javascript, Cơ sở hạ tầng đám mây, Nền tảng đám mây, DevOps, Quản lý đám mây, Lập trình máy tính, Phát triển web, API đám mây, Lưu trữ đám mây, Tích hợp liên tục, Phần mềm dưới dạng dịch vụ, Phân phối liên tục, NoSQL, Khoa học máy tính, Phát triển web giao diện người dùng, React (khung web)"
"DevOps, Cloud, and Agile Foundations"," DevOps, Cloud Computing, Software Engineering, Agile Software Development, Continuous Delivery, Continuous Integration, Scrum (Software Development), Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, IBM Cloud, Leadership and Management",ibm,Unknown,62.39938193343899,"Nền tảng DevOps, Đám mây và Agile","DevOps, Điện toán đám mây, Kỹ thuật phần mềm, Phát triển phần mềm linh hoạt, Phân phối liên tục, Tích hợp liên tục, Scrum (Phát triển phần mềm), Ứng dụng đám mây, Cơ sở hạ tầng đám mây, Nền tảng đám mây, Lưu trữ đám mây, Đám mây IBM, Lãnh đạo và Quản lý"
Google Advanced Data Analytics," Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software",google,Unknown,62.39938193343899,Phân tích dữ liệu nâng cao của Google,"Giao tiếp, Lập trình máy tính, Phân tích dữ liệu, Trực quan hóa dữ liệu, Phân tích dữ liệu khám phá, Thống kê chung, Học máy, Lập kế hoạch, Phân phối xác suất, Quản lý dự án, Lập trình Python, Hồi quy, Phân tích thống kê, Phần mềm Tableau"
IBM and ISC2 Cybersecurity Specialist," Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems, Network Security, Cloud Platforms, Network Architecture, Networking Hardware, Cloud Applications, Cloud Infrastructure, Computer Programming, Cyberattacks, Databases, DevOps, Security Engineering, Cryptography, IBM Cloud, Operations Management, Software Engineering",multiple educators,Unknown,62.39938193343899,Chuyên gia an ninh mạng của IBM và ISC2,"Quản lý sự cố bảo mật máy tính, Lãnh đạo và quản lý, Điện toán đám mây, Bảo mật hệ thống, Mạng máy tính, Quản lý rủi ro, Lưu trữ đám mây, Hệ điều hành, An ninh mạng, Nền tảng đám mây, Kiến trúc mạng, Phần cứng mạng, Ứng dụng đám mây, Cơ sở hạ tầng đám mây, Lập trình máy tính, Tấn công mạng, Cơ sở dữ liệu, DevOps, Kỹ thuật bảo mật, Mật mã, Đám mây IBM, Quản lý vận hành, Kỹ thuật phần mềm"
IBM IT Support," Customer Success, Cloud Computing, Computer Networking, Strategy and Operations, Operating Systems, Cloud Storage, Cloud Applications, Leadership and Management, System Security, Customer Support, Communication, Computer Programming, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Cryptography, IBM Cloud, Information Technology, Network Architecture, Network Security, Security Engineering, Software Engineering",ibm,Unknown,62.39938193343899,Hỗ trợ CNTT của IBM,"Thành công của khách hàng, Điện toán đám mây, Mạng máy tính, Chiến lược và vận hành, Hệ điều hành, Lưu trữ đám mây, Ứng dụng đám mây, Lãnh đạo và quản lý, Bảo mật hệ thống, Hỗ trợ khách hàng, Giao tiếp, Lập trình máy tính, Tấn công mạng, Cơ sở hạ tầng đám mây, Nền tảng đám mây, Cơ sở dữ liệu, DevOps, Phần cứng mạng, Mật mã, Đám mây IBM, Công nghệ thông tin, Kiến trúc mạng, An ninh mạng, Kỹ thuật bảo mật, Kỹ thuật phần mềm"
Business Intelligence (BI) Analyst," Data Management, Databases, SQL, Data Visualization, Database Administration, Database Application, Database Design, Microsoft Excel, Data Structures, Data Architecture, Database Theory, Spreadsheet Software, Data Model, Data Warehousing, Python Programming, Computer Programming, Data Analysis, NoSQL, PostgreSQL, Professional Development, Plot (Graphics), Business Analysis, Statistical Visualization, Data Mining, Data Science, Data Visualization Software, R Programming, Business Intelligence, Forecasting, Interactive Data Visualization, Statistical Analysis",ibm,Unknown,62.39938193343899,Nhà phân tích kinh doanh thông minh (BI),"Quản lý dữ liệu, Cơ sở dữ liệu, SQL, Trực quan hóa dữ liệu, Quản trị cơ sở dữ liệu, Ứng dụng cơ sở dữ liệu, Thiết kế cơ sở dữ liệu, Microsoft Excel, Cấu trúc dữ liệu, Kiến trúc dữ liệu, Lý thuyết cơ sở dữ liệu, Phần mềm bảng tính, Mô hình dữ liệu, Kho dữ liệu, Lập trình Python, Lập trình máy tính, Phân tích dữ liệu, NoSQL, PostgreSQL, Phát triển chuyên môn, Âm mưu (Đồ họa), Phân tích kinh doanh, Trực quan hóa thống kê, Khai thác dữ liệu, Khoa học dữ liệu, Phần mềm trực quan hóa dữ liệu, Lập trình R, Kinh doanh thông minh, Dự báo, Trực quan hóa dữ liệu tương tác, Phân tích thống kê"
Meta Front-End Developer," HTML and CSS, Javascript, Front-End Web Development, React (web framework), Web Development, User Experience, Algorithms, Computer Science, Web Design, Application Development, Computer Programming, Software Engineering, Web Development Tools, Collaboration, Communication, Data Structures, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Engineering Tools, Software Testing",meta,Unknown,62.39938193343899,Nhà phát triển giao diện người dùng Meta,"HTML và CSS, Javascript, Phát triển web front-end, React (khung web), Phát triển web, Trải nghiệm người dùng, Thuật toán, Khoa học máy tính, Thiết kế web, Phát triển ứng dụng, Lập trình máy tính, Kỹ thuật phần mềm, Công cụ phát triển web, Cộng tác, Giao tiếp, Cấu trúc dữ liệu, Tương tác máy tính của con người, Thiết kế tương tác, Linux, Giải quyết vấn đề, Thiết kế sản phẩm, Công cụ kỹ thuật phần mềm, Kiểm thử phần mềm"
Generative AI Fundamentals," Machine Learning, Natural Language Processing",ibm,Unknown,62.39938193343899,Nguyên tắc cơ bản về AI sáng tạo,"Học máy, Xử lý ngôn ngữ tự nhiên"
Information Technology (IT) and Cloud Fundamentals," Cloud Computing, Computer Networking, Operating Systems, Cloud Storage, System Security, Cloud Applications, Cyberattacks, Cloud Infrastructure, Cloud Platforms, Databases, DevOps, Networking Hardware, Computer Programming, Cryptography, IBM Cloud, Network Architecture, Network Security, Security Engineering, Software Engineering",ibm,Unknown,62.39938193343899,Công nghệ thông tin (CNTT) và nguyên tắc cơ bản về đám mây,"Điện toán đám mây, Mạng máy tính, Hệ điều hành, Lưu trữ đám mây, Bảo mật hệ thống, Ứng dụng đám mây, Tấn công mạng, Cơ sở hạ tầng đám mây, Nền tảng đám mây, Cơ sở dữ liệu, DevOps, Phần cứng mạng, Lập trình máy tính, Mật mã, Đám mây IBM, Kiến trúc mạng, An ninh mạng, Kỹ thuật bảo mật, Kỹ thuật phần mềm"
Microsoft Power BI Data Analyst," Data Analysis, Data Management, Data Mining, Data Model, Data Visualization, Extract, Transform, Load, Microsoft Excel, Power BI, SQL",microsoft,Unknown,62.39938193343899,Nhà phân tích dữ liệu Microsoft Power BI,"Phân tích dữ liệu, Quản lý dữ liệu, Khai thác dữ liệu, Mô hình dữ liệu, Trực quan hóa dữ liệu, Trích xuất, Chuyển đổi, Tải, Microsoft Excel, Power BI, SQL"
Generative AI for Everyone," Strategy, Writing",deeplearning.ai,Unknown,62.39938193343899,AI sáng tạo cho mọi người,"Chiến lược, Viết lách"
IBM AI Engineering," Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Machine Learning Software, Regression, Network Model, Statistical Machine Learning, Computer Vision, Apache, Big Data, Computer Programming, Data Analysis, Network Architecture, Extract, Transform, Load, Data Visualization, Tensorflow, Visualization (Computer Graphics), Dimensionality Reduction, Natural Language Processing, Data Science",ibm,Unknown,62.39938193343899,Kỹ thuật AI của IBM,"Học máy, Học sâu, Mạng thần kinh nhân tạo, Học tập của con người, Lập trình Python, Thuật toán học máy, Học máy ứng dụng, Thuật toán, Phần mềm học máy, Hồi quy, Mô hình mạng, Học máy thống kê, Thị giác máy tính, Apache, Dữ liệu lớn, Lập trình máy tính, Phân tích dữ liệu, Kiến trúc mạng, Trích xuất, Chuyển đổi, Tải, Trực quan hóa dữ liệu, Tensorflow, Trực quan hóa (Đồ họa máy tính), Giảm kích thước, Xử lý ngôn ngữ tự nhiên, Khoa học dữ liệu"
IBM IT Project Manager," Software Engineering, Agile Software Development, Computer Programming, Software Engineering Tools, Application Development, Programming Principles, Software Architecture, Communication, Cloud Applications, Scrum (Software Development), Software-Defined Networking, Technical Product Management, Leadership and Management, Project Management, Cloud Computing, IBM Cloud, Information Technology, Operating Systems, Python Programming, Risk Management",ibm,Unknown,62.39938193343899,Giám đốc dự án CNTT của IBM,"Kỹ thuật phần mềm, Phát triển phần mềm linh hoạt, Lập trình máy tính, Công cụ kỹ thuật phần mềm, Phát triển ứng dụng, Nguyên tắc lập trình, Kiến trúc phần mềm, Truyền thông, Ứng dụng đám mây, Scrum (Phát triển phần mềm), Mạng do phần mềm xác định, Quản lý sản phẩm kỹ thuật, Lãnh đạo và quản lý, Quản lý dự án, Điện toán đám mây, Đám mây IBM, Công nghệ thông tin, Hệ điều hành, Lập trình Python, Quản lý rủi ro"
IBM Data Warehouse Engineer," Data Management, Database Administration, Databases, SQL, Database Application, Extract, Transform, Load, Data Warehousing, Data Structures, Database Design, Data Engineering, Computer Programming, Data Analysis, Data Architecture, Database Theory, Apache, Python Programming, Leadership and Management, Professional Development, Big Data, Data Model, Distributed Computing Architecture, Business Analysis, PostgreSQL, Devops Tools, Cloud Computing, Linux, IBM Cloud, Network Security, NoSQL, Business Intelligence, Data Science",ibm,Unknown,62.39938193343899,Kỹ sư kho dữ liệu của IBM,"Quản lý dữ liệu, Quản trị cơ sở dữ liệu, Cơ sở dữ liệu, SQL, Ứng dụng cơ sở dữ liệu, Trích xuất, Chuyển đổi, Tải, Kho dữ liệu, Cấu trúc dữ liệu, Thiết kế cơ sở dữ liệu, Kỹ thuật dữ liệu, Lập trình máy tính, Phân tích dữ liệu, Kiến trúc dữ liệu, Lý thuyết cơ sở dữ liệu, Apache, Lập trình Python, Lãnh đạo và Quản lý, Phát triển chuyên môn, Dữ liệu lớn, Mô hình dữ liệu, Kiến trúc điện toán phân tán, Phân tích kinh doanh, PostgreSQL, Công cụ Devops, Điện toán đám mây, Linux, Đám mây IBM, An ninh mạng, NoSQL, Kinh doanh thông minh, Khoa học dữ liệu"
Generative AI for Software Developers," Natural Language Processing, Software Engineering",ibm,Unknown,62.39938193343899,AI sáng tạo dành cho nhà phát triển phần mềm,"Xử lý ngôn ngữ tự nhiên, Kỹ thuật phần mềm"
Generative AI for Data Scientists," Data Analysis, Data Science, Natural Language Processing",ibm,Unknown,62.39938193343899,AI sáng tạo dành cho các nhà khoa học dữ liệu,"Phân tích dữ liệu, Khoa học dữ liệu, Xử lý ngôn ngữ tự nhiên"
Foundations of Cybersecurity," Linux, Computer Programming, Leadership and Management, SQL",google,Unknown,62.39938193343899,Nền tảng của an ninh mạng,"Linux, Lập trình máy tính, Lãnh đạo và Quản lý, SQL"
Foundations of Project Management," Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning",google,Unknown,62.39938193343899,Nền tảng của quản lý dự án,"Quản lý dự án, Chiến lược và hoạt động, Giao tiếp kinh doanh, Quản lý thay đổi, Phát triển tổ chức, Giao tiếp, Văn hóa, Trí tuệ cảm xúc, Gây ảnh hưởng, Lãnh đạo và Quản lý, Quản lý con người, Lập kế hoạch"
Supervised Machine Learning: Regression and Classification," Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",deeplearning.ai,Unknown,62.39938193343899,Học máy được giám sát: Hồi quy và phân loại,"Học máy, Thuật toán học máy, Hồi quy, Học máy ứng dụng, Thuật toán, Học máy thống kê, Toán học, Tư duy phản biện, Phần mềm học máy, Lập trình Python"
